#src	target
这是很特别，应为我自己作饭。	这是很特别，因为我自己作饭。
我昨天下了课以后，就马上回家、洗脸，延后打算自己做饭。	我昨天下了课以后，就马上回家、洗脸，然后打算自己做饭。
我下个礼拜五要回国了想请你吃个晚餐、聊聊天，不知道你这个礼拜天有没有控呢？	我下个礼拜五要回国了想请你吃个晚餐、聊聊天，不知道你这个礼拜天有没有空呢？
在加上你以前不是说要减肥吗？那么，这就是你的好机会，运动也是一件免费的事啊。	再加上你以前不是说要减肥吗？那么，这就是你的好机会，运动也是一件免费的事啊。
谢谢你的协作。祝您保重。	谢谢你的协助。祝您保重。
上周四早上，我一如往常的至住家附近的顶好超市买菜。	上周四早上，我一如往常地至住家附近的顶好超市买菜。
这种面包的外面是白色的，是差不多高两公高的，也有糖在里面。冬天，面包点都卖。	这种面包的外面是白色的，是差不多高两公高的，也有糖在里面。冬天，面包店都卖。
应为以我来看小孩子不管多么认真，活泼，校长都没有权力控制他们的自由。	因为以我来看小孩子不管多么认真，活泼，校长都没有权利控制他们的自由。
我想要去加拿大玩，应为有和多好吃的。	我想要去加拿大玩，因为有很多好吃的。
我那时不知所措，蒙然大哭。	我那时不知所措，猛然大哭。
所以他很快洗澡然后走路到公车占。	所以他很快洗澡然后走路到公车站。
反弹的是那些印呢富翁，把他们的后代送到国外受高学历。	反弹的是那些印尼富翁，把他们的后代送到国外受高学历。
因为她也想看这部电影，所以她马上就回答我：「好啊，我也想看这部电影。」我们下了课就打公车去西门町。	因为她也想看这部电影，所以她马上就回答我：「好啊，我也想看这部电影。」我们下了课就搭公车去西门町。
美国现在很冷，请办我买件雪衣。	美国现在很冷，请帮我买件雪衣。
他有一个女朋友叫美美。他们今天打篹一起去看电影。	他有一个女朋友叫美美。他们今天打算一起去看电影。
因为德国的天气不是这么热的，也不太施。	因为德国的天气不是这么热的，也不太湿。
一个人成长好相跟一根树，主要是给他们够基本条间，它会长的很快。	一个人成长好像跟一根树，主要是给他们够基本条件，它会长的很快。
直到我大概到了高中，才有慢慢的接触和认识到这些高科技的东西。	直到我大概到了高中，才有慢慢地接触和认识到这些高科技的东西。
因为有不少人在大成市比如说纽约，他们是一个人住、没有家人所以有时后他们很孤单、有时候觉得自己很寂寞。	因为有不少人在大城市比如说纽约，他们是一个人住、没有家人所以有时后他们很孤单、有时候觉得自己很寂寞。
不但空气现在连我们用的泉水也有了未到，著一些你嫩一定要有责任处理，至少的是要设计处理费。	不但空气现在连我们用的泉水也有了味道，这一些你们一定要有责任处理，至少的是要设计处理费。
李长厂您可以检查如果这公司的作势适合您工厂。	李长厂您可以检查如果这公司的做事适合您工厂。
他告诉我他现在读书在台湾大学，他雪地里。	他告诉我他现在读书在台湾大学，他学地理。
这个事情一般是我们最喜欢的享受，我们不是看辕动比赛，就是在辕动场玩球。	这个事情一般是我们最喜欢的享受，我们不是看运动比赛，就是在运动场玩球。
你的身体什么样？你生什么病了？	你的身体怎么样？你生什么病了？
作天，我爬山，空气好还有看法很漂亮。	昨天，我爬山，空气好还有看法很漂亮。
我觉得这的发现农药的话，人最重要的是人们要知道这个事实。	我觉得真的发现农药的话，人最重要的是人们要知道这个事实。
我看他的时候我很高心，因为上子我看他是一年以前。	我看他的时候我很高兴，因为上次我看他是一年以前。
把错与对先放一边，确切的了解问题之后，才能想出解决的方案。	把错与对先放一边，确切地了解问题之后，才能想出解决的方案。
总之希望你不要太难过，乐观依点。	总之希望你不要太难过，乐观一点。
所以你不用担心经气会慢慢好起来的。大明阿你要加油。自己要努力才能成功	所以你不用担心景气会慢慢好起来的。大明啊你要加油。自己要努力才能成功
要是没有达应、我们不愿意也没有办法去政府哩的卫生局谈这些问题。	要是没有答应、我们不愿意也没有办法去政府里的卫生局谈这些问题。
老师跟大明说：「已经几点了你才来学校？」，大明怎不好意事。	老师跟大明说：「已经几点了你才来学校？」，大明真不好意思。
我们早上集合，大家都带很多东西，然后座公车大概１５分钟就到了烤肉的地方。	我们早上集合，大家都带很多东西，然后坐公车大概１５分钟就到了烤肉的地方。
我非常的支持半工半读。虽然有点辛苦，但获得的东西以及喜悦是两倍三倍的。	我非常地支持半工半读。虽然有点辛苦，但获得的东西以及喜悦是两倍三倍的。
他等一下，户然他看到一辆汽车。	他等一下，忽然他看到一辆汽车。
你知不知得，有一对很久一直就在这里的爷奶呢？为了你的作业场他们最近搬家了。	你知不知道，有一对很久一直就在这里的爷奶呢？为了你的作业场他们最近搬家了。
我当时匆匆忙忙得银行生活，在两个月内就变得很悠闲，每天默默的待在家里电话旁，等待银行来电。	我当时匆匆忙忙的银行生活，在两个月内就变得很悠闲，每天默默地待在家里电话旁，等待银行来电。
他现在哈尔夫大学管理学院念硕士班。	她现在哈尔夫大学管理学院念硕士班。
比如说，不想要去学校的孩子因该比较少。	比如说，不想要去学校的孩子应该比较少。
因为我注在秘鲁的奶奶生病得很严重。	因为我住在秘鲁的奶奶生病得很严重。
我非常清出地看到，除了家庭之外公司对你来讲是你的生活最重要的一件事。	我非常清楚地看到，除了家庭之外公司对你来讲是你的生活最重要的一件事。
政府可以化多点钱，把高速公路弯过去是最好的方法。	政府可以花多点钱，把高速公路弯过去是最好的方法。
认识你这么多年了，我知到你很有才分与经验，也知道你对你现在的工作有感到兴趣。	认识你这么多年了，我知道你很有才分与经验，也知道你对你现在的工作有感到兴趣。
积极力邀公司上下各阶层来开会检讨何改进现有的营运模式和型态。	积极力邀公司上下各阶层来开会检讨和改进现有的营运模式和型态。
因为孩子跟妈妈有特别的关系，妈马教什么孩子学什么。	因为孩子跟妈妈有特别的关系，妈妈教什么孩子学什么。
我要先说你恭喜的话，应为我者到现在很难找到工作，所以很棒。	我要先说你恭喜的话，因为我知道现在很难找到工作，所以很棒。
然后为了孩子中午可以睡觉以下，请你让你的工人最少休息１个钟头。	然后为了孩子中午可以睡觉一下，请你让你的工人最少休息１个钟头。
汽车所使用的油对地球排放的物染必要负责的是７０％，温室效应正在毁灭我门的地球。	汽车所使用的油对地球排放的污染必要负责的是７０％，温室效应正在毁灭我们的地球。
在家中父母亲每天要安排时将跟孩子沟通，让多了解他们的事情。	在家中父母亲每天要安排时间跟孩子沟通，让多了解他们的事情。
那是，有一个小姐走进来，他就把一张地图拿过这位小姐问路。	那时，有一个小姐走进来，他就把一张地图拿过这位小姐问路。
父母要有一个看法，就是装摄影机只是让他们了解孩子的情况，然后找办法去帮他，却不是一种管孩子的作法。	父母要有一个看法，就是装摄影机只是让他们了解孩子的情况，然后找办法去帮他，却不是一种管孩子的做法。
我来台弯要学中文，因为中文很从邀。	我来台湾要学中文，因为中文很重要。
我已经自己能到公馆捷运站了，可是看地图也都看不懂怎吗去学校	我已经自己能到公馆捷运站了，可是看地图也都看不懂怎么去学校
必老师改他的教法	逼老师改他的教法
我是家庭主妇，育有三个孩子，先生在中华电信担任课服人员。	我是家庭主妇，育有三个孩子，先生在中华电信担任客服人员。
我很想要去看你，不过我最近工作太忙不能去，希望你快回复。	我很想要去看你，不过我最近工作太忙不能去，希望你快恢复。
可是如果父母支持校长用摄影机来观擦孩子的一举一动，用这种方式来去了解他们，那也太慌妙了。	可是如果父母支持校长用摄影机来观察孩子的一举一动，用这种方式来去了解他们，那也太荒谬了。
从我的生日会以来，我们很久没见面，所以我恨高兴！	从我的生日会以来，我们很久没见面，所以我很高兴！
当老师要了解学生，当父母要了解孩子，他个性如个？他喜欢什么，不喜欢什么？	当老师要了解学生，当父母要了解孩子，他个性如何？他喜欢什么，不喜欢什么？
大明要跟她的男朋友一块完。	大明要跟她的男朋友一块玩。
你现在每星期放假三天，加上周末就是五天能自己利用。	你现在每星期放假三天，加上周末就是五天能自己利用。
假如哪天你是被丢书包的人呢你会怎么办呢，你会向他一样这么做吗，还是有其他办法呢。	假如哪天你是被丢书包的人呢你会怎么办呢，你会像他一样这么做吗，还是有其他办法呢。
这几年以来我们国家的经济退步的很厉害，各个商家一落千丈，失业禄越来越高，每个人都不在乎可铃多少薪水，可找到工作就行了。	这几年以来我们国家的经济退步的很厉害，各个商家一落千丈，失业率越来越高，每个人都不在乎可领多少薪水，可找到工作就行了。
情爱的朋友。	亲爱的朋友。
起点五十分公车来了，可是公车里很多人，好像进不去。	七点五十分公车来了，可是公车里很多人，好像进不去。
如果有问题的话家长可以告诉校长，所以他可以跟老师说话他们因该这么样当老师，这么样的好好地教学生，这么样做好玩学的情况，所以让他家用功练习。	如果有问题的话家长可以告诉校长，所以他可以跟老师说话他们应该怎么样当老师，怎么样的好好地教学生，这么样做好玩学的情况，所以让大家用功练习。
谁知道，明天来上课的时候，她会主动想跟你关系合好。	谁知道，明天来上课的时候，她会主动想跟你关系和好。
最重要是如果爸妈真的自己去看真真的情况怎么样？才你了解自己的孩子。	最重要是如果爸妈真的自己去看真正的情况怎么样？才你了解自己的孩子。
不只是在家外面，联谊精密避的家里面也会闻到臭味。	不只是在家外面，连已经密闭的家里面也会闻到臭味。
我很高兴因为可以写下来你。我跟很多朋友开会。甚么是？星期天早上八点半。	我很高兴因为可以写信来你。我跟很多朋友开会。甚么事？星期天早上八点半。
对不起，我们下星期再去看，好不好？请你了结我只好这样做。	对不起，我们下星期再去看，好不好？请你了解我只好这样做。
我们也有一支狗。	我们也有一只狗。
你说要跟朋友合作开供应各国食物餐厅？好注意！	你说要跟朋友合作开供应各国食物餐厅？好主意！
我写这丰电子邮件问你，现在你的身体怎么样了？	我写这封电子邮件问你，现在你的身体怎么样了？
孩子们也就是人，在教室一直意职别人、没有信心的话，这样不算教育。	孩子们也就是人，在教室一直意识别人、没有信心的话，这样不算教育。
我应该告诉你为什么不能按照你的意思去做，是因为我最近找到一个大工。	我应该告诉你为什么不能按照你的意思去做，是因为我最近找到一个打工。
其实我们很多时候，不是完全能够空只资鸡的行为和感受的。	其实我们很多时候，不是完全能够控制自己的行为和感受的。
后来我回想以下就有倚重幽灵一般的问候出现：「值日生」是什么？	后来我回想以下就有一种幽灵一般的问候出现：「值日生」是什么？
而解环境问题不只是台湾才有，每个国家都有。	而且环境问题不只是台湾才有，每个国家都有。
也许老师可以把录音给父母看，所以他们知道他们的孩子这么样，也是这么样教他们的孩子。	也许老师可以把录影给父母看，所以他们知道他们的孩子怎么样，也是怎么样教他们的孩子。
本来这间公司遭遇经济上的困境时，出了倒闭以外没有其他的方法了。	本来这间公司遭遇经济上的困境时，除了倒闭以外没有其他的方法了。
虽然家长不能直接打扰老师在教书的时候，可是老师也会有一个默默被主义的压力。	虽然家长不能直接打扰老师在教书的时候，可是老师也会有一个默默被注意的压力。
我们可以亲眼看到上课发现什么事，就不用疑为我们的孩子或者他的老师。	我们可以亲眼看到上课发现什么事，就不用以为我们的孩子或者他的老师。
我家以两百公尺的距离还听到，可想像到住工厂隔壁的邻居要如何忍受。	我家离两百公尺的距离还听到，可想像到住工厂隔壁的邻居要如何忍受。
还没说道还很小的小朋友，天天没好好的念书，一下课就马上上网，连吃饭和洗澡都不要做。	还没说到还很小的小朋友，天天没好好地念书，一下课就马上上网，连吃饭和洗澡都不要做。
当然这个有一些好处可是我觉得这个作法对孩子们总共不好。	当然这个有一些好处可是我觉得这个做法对孩子们总共不好。
虽然服用药单市我们还在呼吸外面的空气、也还在接处赃的东西、怎么可以容易治疗呢？	虽然服用药但是我们还在呼吸外面的空气、也还在接触脏的东西、怎么可以容易治疗呢？
我从德国莱，可是我的妈妈是台湾人。	我从德国来，可是我的妈妈是台湾人。
我知道去年卫生局和资产局宣布规定关于有几类的食料而这个规定就很清楚。	我知道去年卫生局和资产局宣布规定关于有机类的食料而这个规定就很清楚。
您好，卧是李。您的身体怎么样？	您好，我是李。您的身体怎么样？
因为他没有钱所以他有一个大的书跟台北像片。	因为他没有钱所以他有一个大的书跟台北相片。
我深深的体会，其实网路的正面或负面影响是由自己来控制的。	我深深地体会，其实网路的正面或负面影响是由自己来控制的。
因为他走天才到台北来，所以他不知道怎嚜去学校。	因为他昨天才到台北来，所以他不知道怎么去学校。
我祝福你们幸福快乐的过每一个日子。	我祝福你们幸福快乐地过每一个日子。
情爱的父亲。	亲爱的父亲。
因为日本的雨鞋很可爱也很漂凉。	因为日本的雨鞋很可爱也很漂亮。
有的事情不可避免怀疑但我觉得虽然那么随便怀疑对方不仅是失礼而且不讲信用，如果市清揭晓清白之后应该向对方道歉才对。	有的事情不可避免怀疑但我觉得虽然那么随便怀疑对方不仅是失礼而且不讲信用，如果事情揭晓清白之后应该向对方道歉才对。
如果可以知道教室里发生的一切的话，家长会又机会早一点发现欺负，然后根据家长看到的事情，他们可以跟小孩讨论一下，免得那欺负更严重。	如果可以知道教室里发生的一切的话，家长会有机会早一点发现欺负，然后根据家长看到的事情，他们可以跟小孩讨论一下，免得那欺负更严重。
我们觉得您的公司也我们都不要这个事情让太大，所以我们希望您的公司早一点跟我们讨论这个事情。	我们觉得您的公司也我们都不要这个事情闹太大，所以我们希望您的公司早一点跟我们讨论这个事情。
随著科学技术地发展，电脑是一个普及性很高。	随著科学技术的发展，电脑是一个普及性很高。
当然狗是不少人养宠物的道选之一，因为狗既可爱又热情，而且对主人忠心耿耿。	当然狗是不少人养宠物的首选之一，因为狗既可爱又热情，而且对主人忠心耿耿。
如果您都不回应我们的反应，我们就会把您告警擦，或者邻长。	如果您都不回应我们的反应，我们就会把您告警察，或者邻长。
怎么多不方便，我觉得不该装影机比较好。	这么多不方便，我觉得不该装影机比较好。
他进去教室以后座在椅子。	他进去教室以后坐在椅子。
因为我们都觉得贰，所以吃瓜堡觉得很好吃。	因为我们都觉得饿，所以吃瓜堡觉得很好吃。
坐路差不多十分钟，我们到了。	走路差不多十分钟，我们到了。
可是因为有了电脑，科技发达，因此我们到哪里能够简单的视讯，看到远处的朋友们。	可是因为有了电脑，科技发达，因此我们到哪里能够简单地视讯，看到远处的朋友们。
应为我更了解他，我们的馆子还是不错的。	因为我更了解他，我们的馆子还是不错的。
父母一定有小孩现在做甚么的心情，父母对小孩一直在呼。	父母一定有小孩现在做甚么的心情，父母对小孩一直在乎。
他交他的朋友怎么他在美国来烤软糖的方式。	他教他的朋友怎么他在美国来烤软糖的方式。
所产生这个情形的原因大概可分三方面来看，一是国内经济的要求，一是个个家庭的情况，一是学生自己的选择。	所产生这个情形的原因大概可分三方面来看，一是国内经济的要求，一是各个家庭的情况，一是学生自己的选择。
有一个美国学生，叫做大卫。冈来台湾三天而已。	有一个美国学生，叫做大卫。刚来台湾三天而已。
我来台弯才一个多月。	我来台湾才一个多月。
那天晚上我家瞒著人和商品「ｍａｄｅｉｎＪａｐａｎ」。	那天晚上我家满著人和商品「ｍａｄｅｉｎＪａｐａｎ」。
他们是在网路上认识了现在的男伙是女朋友，现在他们已经结婚了。	他们是在网路上认识了现在的男或是女朋友，现在他们已经结婚了。
他对他的朋友说，你不要等我，如果你等我的话，你也就完点来教室。	他对他的朋友说，你不要等我，如果你等我的话，你也就晚点来教室。
然后他回来客厅，因为比塞快到开始了。	然后他回来客厅，因为比赛快到开始了。
把你很喜欢做的事情当作工作时，早上就很容易醒来，并且你能工作到晚因为快乐的时候时间就过的很快。	把你很喜欢做的事情当作工作时，早上就很容易醒来，并且你能工作到晚因为快乐的时候时间就过得很快。
我很喜欢买东西、吃饭、念书、银董、听ＭＰ３。	我很喜欢买东西、吃饭、念书、运动、听ＭＰ３。
加州有很多市场卖很新鲜水果，而截卖很好的，二手的东西真便宜。	加州有很多市场卖很新鲜水果，而且卖很好的，二手的东西真便宜。
我家在台北站北口的右遍，百货公司的对面。	我家在台北站北口的右边，百货公司的对面。
我们先跟你致函就是希望可以和解这件事情，我们乐意地要邀请你跟我们作出质询，双方都可以一起找出双赢的答案。	我们先跟你致函就是希望可以和解这件事情，我们乐意地要邀请你跟我们做出质询，双方都可以一起找出双赢的答案。
但是我不能去参加，因为我有一点事情阿！	但是我不能去参加，因为我有一点事情啊！
由于上述系区民所抱怨项目，我们在此敬请您方进行环境改善。	由于上述系居民所抱怨项目，我们在此敬请您方进行环境改善。
别的年轻人，不是他们是非常坏还是喜欢浪非他们的时间，就是他们不知道，要做什么。	别的年轻人，不是他们是非常坏还是喜欢浪费他们的时间，就是他们不知道，要做什么。
差不多３０份钟他们到了。	差不多３０分钟他们到了。
我跟她说我已经米了三个小时路新教到一条路。	我跟她说我已经迷了三个小时路新找到一条路。
爸爸，庆原谅我。不过我想说，不也是您从小就教我要拥有自己的想法与自己的目标？	爸爸，请原谅我。不过我想说，不也是您从小就教我要拥有自己的想法与自己的目标？
在加拿大的夏天太阳很晚才下，所以我们去了公园一起建走。	在加拿大的夏天太阳很晚才下，所以我们去了公园一起健走。
他们教育孩子的时候，也会一起被家长监视自己的一举一动，在这种环境哩，老师怎么能发出自己的教育力量呢？	他们教育孩子的时候，也会一起被家长监视自己的一举一动，在这种环境里，老师怎么能发出自己的教育力量呢？
我本来想要跟你一起去，可是最近我想得起来我应该做一件很重要事，所以对不起我已定不能跟你一起去。	我本来想要跟你一起去，可是最近我想得起来我应该做一件很重要事，所以对不起我一定不能跟你一起去。
晚间会听到嗓音，白天的时候大家都不会太在意，但是在睡觉的时候这嗓音成为大家的恶梦。	晚间会听到噪音，白天的时候大家都不会太在意，但是在睡觉的时候这噪音成为大家的恶梦。
看完那段文张，我是反对的！	看完那段文章，我是反对的！
我每个周末去不一样的成市。	我每个周末去不一样的城市。
美一个晚上他出去两点以前再佪家。	每一个晚上他出去两点以前再回家。
比方说：老师教学生的时候要用什么办法其实是老师的人权，那选是他们的最基本的人权。	比方说：老师教学生的时候要用什么办法其实是老师的人权，那些是他们的最基本的人权。
请你替我买一个手表。我要新的手表，因为昨天晚上我跟一个好朋友一起去吃饭的时候，我丢了。	请你替我买一个手表。我要新的手表，因为昨天晚上我跟一个好朋友一起去吃饭的时候，我丢了。
我觉得如果我们参加这个校外教学应该会认识新的台湾朋友，也会练习我们的中文，你跟我一起去把！	我觉得如果我们参加这个校外教学应该会认识新的台湾朋友，也会练习我们的中文，你跟我一起去吧！
现在我们有很多杨色，要是你要到我们公所来，所以你都可以看看。	现在我们有很多颜色，要是你要到我们公司来，所以你都可以看看。
更换或进一步改善处里味道的设备。	更换或进一步改善处理味道的设备。
对不起，我这个里拜有很多事，忙得不得了，还没有时间去看你。	对不起，我这个礼拜有很多事，忙得不得了，还没有时间去看你。
那我问您一下，我们怎么到了那么糟糕的地步呢？难道我们将来跟住＂ｆｕｋｕｓｈｉｍａ＂附近的人一样不能出去吗？也不敢因为受到污染吃任何植物吗？	那我问您一下，我们怎么到了那么糟糕的地步呢？难道我们将来跟住＂ｆｕｋｕｓｈｉｍａ＂附近的人一样不能出去吗？也不敢因为受到污染吃任何食物吗？
我觉得我们可以出去路行台湾的南部跟台中，个个人都觉得很美，我要请你去陆行。	我觉得我们可以出去旅行台湾的南部跟台中，个个人都觉得很美，我要请你去旅行。
我们要一起看旁棒球的比赛，跟朋友一起看比一个人看好很多。	我们要一起看盘棒球的比赛，跟朋友一起看比一个人看好很多。
我会支持妳呀，加油喔！我也偷偷的跟大年沟通一下吧。	我会支持妳呀，加油喔！我也偷偷地跟大年沟通一下吧。
我下个星期非常忙所以我不能参家你的舞会。	我下个星期非常忙所以我不能参加你的舞会。
休息时间只是从中午１２点半到一点，在加上９点才下班。	休息时间只是从中午１２点半到一点，再加上９点才下班。
如果老师不能表达自己的个性来工作，学生就会收到不好的影响让他们不会表达自己真的个性。	如果老师不能表达自己的个性来工作，学生就会受到不好的影响让他们不会表达自己真的个性。
我知道您想把您一生多么辛苦建设的公司交给我这样您可以安心的退休了，您希望我接受您的安排去做。	我知道您想把您一生多么辛苦建设的公司交给我这样您可以安心地退休了，您希望我接受您的安排去做。
还是你们也可以般出去离我们这边，这样我们也不想太多东西麻烦你们。	还是你们也可以搬出去离我们这边，这样我们也不想太多东西麻烦你们。
还有随便丢掉的怀人抓他。被他罚很多钱才对的。	还有随便丢掉的坏人抓他。被他罚很多钱才对的。
在这样的情况下，孩子们也会开开兴兴学习、玩儿、交朋友、等。	在这样的情况下，孩子们也会开开心心学习、玩儿、交朋友、等。
我觉得校长的作法很棒，教室里应该装影机。	我觉得校长的做法很棒，教室里应该装影机。
所以应该让孩子们多接触各种不同的方面，这样他们会发现自己所喜欢的，也能够自发地去学习。	所以应该让孩子们多接触各种不同的方面，这样他们会发现自己所喜欢的，也能够自发地去学习。
他们一扁吃，一扁聊天。	他们一边吃，一边聊天。
政治大学的对面有一家很有名的餐厅，他们的采盘盘都好吃，我们去那边吧！	政治大学的对面有一家很有名的餐厅，他们的菜盘盘都好吃，我们去那边吧！
除了老人家不能休息因为环境不安竟以外连吃东西也吃不下，由于到处是臭臭的味道，谁可以吃得下呢？	除了老人家不能休息因为环境不安静以外连吃东西也吃不下，由于到处是臭臭的味道，谁可以吃得下呢？
他刚快去公车停车站等下次的公车。	他赶快去公车停车站等下次的公车。
一般所有的公司都愿意雇用男生。因为他们认为男生的体力比女生更大就很快把工作干完。	一般所有的公司都愿意雇用男生。因为他们认为男生的体力比女生更大就很快把工作干完。
他越觉得你很有趣很好骗的人，搞不好他现在还在偷笑你。	他也觉得你很有趣很好骗的人，搞不好他现在还在偷笑你。
因为像人，牠比较小的时候不会记得出了什么事，所以不会受到心理上的通苦。	因为像人，牠比较小的时候不会记得出了什么事，所以不会受到心理上的痛苦。
因为小安没人琣他，他有一点不高兴。	因为小安没人陪他，他有一点不高兴。
你的同学也是太过分了，他一定在跟你开玩笑假装没有跟你定书，也许他不知道今天你要带书来给他所以没有准备钱来。	你的同学也是太过分了，他一定在跟你开玩笑假装没有跟你订书，也许他不知道今天你要带书来给他所以没有准备钱来。
应为对我第一次去高雄所以我很高兴，可是不能去真可惜。	因为对我第一次去高雄所以我很高兴，可是不能去真可惜。
去打工不是为了帮助父母交学费，而是为了有更多的钱可以花在娱乐活动，如周末去酒吧、卡拉ＯＫ、电影院等等。	去打工不是为了帮助父母交学费，而是为了有更多的钱可以花在娱乐活动，如周末去酒吧、卡拉ＯＫ、电影院等等。
但是因为生态和环保的关系，这两个曾加美国发展的机会都失败了。	但是因为生态和环保的关系，这两个增加美国发展的机会都失败了。
我们以起吃饭和慢慢变成好朋友。	我们一起吃饭和慢慢变成好朋友。
我感冒得连饭都吃部下，而且我走不了多久，头就晕了。	我感冒得连饭都吃不下，而且我走不了多久，头就晕了。
我真的洗碗我可以去看你。	我真的希望我可以去看你。
第三个问题：安全性的问题。可能坏人录音教室里的情况会用不好的事情。	第三个问题：安全性的问题。可能坏人录影教室里的情况会用不好的事情。
听起来是一份很好的公司。又意思又很多钱。	听起来是一份很好的公司。有意思又很多钱。
虽然我明白他是不得不那样，应为百天我跟购一直在一起，可是他不因该那样怀疑我。	虽然我明白他是不得不那样，因为白天我跟狗一直在一起，可是他不应该那样怀疑我。
我知道你工作了很久，块想要休息，跟妈妈一起享受休闲的生活。	我知道你工作了很久，快想要休息，跟妈妈一起享受休闲的生活。
上个礼拜阿，我的公司也实行了「大量裁员」之计划。	上个礼拜啊，我的公司也实行了「大量裁员」之计划。
家长们一大早就出门，晚间回来是孩子都入梦。	家长们一大早就出门，晚间回来时孩子都入梦。
在台湾的青少年不分夜晚或白日的一直使用电脑，而我在德国的朋友也是如此，也因为这样，我们才能在有时差的状况下保持热线。	在台湾的青少年不分夜晚或白日地一直使用电脑，而我在德国的朋友也是如此，也因为这样，我们才能在有时差的状况下保持热线。
上个月我自即去乡下的地方走路。	上个月我自己去乡下的地方走路。
对青少年来说，好不易区别他们是不是可以相心的人。	对青少年来说，好不易区别他们是不是可以相信的人。
因为我下个礼拜有很重要的考试，所以得要好好地复习。	因为我下个礼拜有很重要的考试，所以得要好好地复习。
我希冠你快要好了。	我希望你快要好了。
大家都发挥公德心，为了我们的还竟，我们的未来。	大家都发挥公德心，为了我们的环境，我们的未来。
但是也在半工半读的路上，千万千万别忘了，最求自己最纯真的梦想。	但是也在半工半读的路上，千万千万别忘了，追求自己最纯真的梦想。
老实说「大维必须在教室前面站」，大卫觉得好秀。	老实说「大卫必须在教室前面站」，大卫觉得好羞。
他问一个小姐棒他。	他问一个小姐帮他。
从古亭站往师大一直走，走到７－１１给我打电话我借你们！	从古亭站往师大一直走，走到７－１１给我打电话我接你们！
我是王天华，跟你想要去流行。	我是王天华，跟你想要去旅行。
我想网站也??一个东西很好的，什么不董的话都可以上网看就知道啊，所以网路队我来讲是很好的，可是队小孩子的有一点不好。	我想网站也??一个东西很好的，什么不懂的话都可以上网看就知道啊，所以网路对我来讲是很好的，可是对小孩子的有一点不好。
我真的担心你，也想看你可是现在我不在台杯所以真的不能看你，真的对你不好意思。	我真的担心你，也想看你可是现在我不在台北所以真的不能看你，真的对你不好意思。
做生意并不简单，天天要找办法来得利益，导致心理上巨大的压力。我从来知道我没办法适合这种生崖。	做生意并不简单，天天要找办法来得利益，导致心理上巨大的压力。我从来知道我没办法适合这种生涯。
我还不知道如果这件事是每一个里拜四跟明天一样，可是我知道的时候马上告诉您。	我还不知道如果这件事是每一个礼拜四跟明天一样，可是我知道的时候马上告诉您。
到了桃园火车站因为人多而改座两辆计程车。	到了桃园火车站因为人多而改坐两辆计程车。
我喜欢你贵公司的工人工走得非常认真，每天六点开始工作，但是对我们邻居来说，这样的事情给我们很大的麻烦。	我喜欢你贵公司的工人工作得非常认真，每天六点开始工作，但是对我们邻居来说，这样的事情给我们很大的麻烦。
下个星期是我的生日共喜。	下个星期是我的生日恭喜。
如果孩子白天没有精神或上课的时候睡著，他们可能生病或不过睡觉。	如果孩子白天没有精神或上课的时候睡著，他们可能生病或不够睡觉。
要是我走的那么满，一定不能坐。怎么办？	要是我走的那么慢，一定不能坐。怎么办？
就算小学常是保护孩子们的隐私，未来有很大的可能性影片会被偷或被坏人用在不好的方面。	就算小学尝试保护孩子们的隐私，未来有很大的可能性影片会被偷或被坏人用在不好的方面。
我们邻居一直在自问到底这个臭味是从哪里来的，后来才发现好像工厂的废物直接仍在我们这些大楼后面的河里！	我们邻居一直在自问到底这个臭味是从哪里来的，后来才发现好像工厂的废物直接扔在我们这些大楼后面的河里！
所有的学生都非常认真也很安静，王天华是第一次交弮的人。	所有的学生都非常认真也很安静，王天华是第一次交卷的人。
还有在那个包包里面里可以放很多礼物待你的国家，所以你可以那些礼物给你的家人让他们高心。	还有在那个包包里面里可以放很多礼物到你的国家，所以你可以那些礼物给你的家人让他们高兴。
我很高兴受到你的信，同时也替你担心。	我很高兴收到你的信，同时也替你担心。
目前我们的身体不太好，有的人看医生往院了，有的人搬家了。原因是甚么？可以改善吗？	目前我们的身体不太好，有的人看医生住院了，有的人搬家了。原因是甚么？可以改善吗？
对我自己来说，我觉得现在是往新时代的过度期。	对我自己来说，我觉得现在是往新时代的过渡期。
所以录影机除了必老师离开也可以把他的教法的秘诀公开	所以录影机除了逼老师离开也可以把他的教法的秘诀公开
小王今天跟夏美有约会。他很警张，所以他今天六点半就起床了。	小王今天跟夏美有约会。他很紧张，所以他今天六点半就起床了。
面对今天妳被怀疑偷钱包的事情，却实我觉得妳应该发点菩萨心，把自己跟被偷东西的人换位子想。心	面对今天妳被怀疑偷钱包的事情，确实我觉得妳应该发点菩萨心，把自己跟被偷东西的人换位子想。心
我是王天华，我代表我们邻居人住在你们工厂付近。	我是王天华，我代表我们邻居人住在你们工厂附近。
他虽然年几比我小，可是他去国外学道英文，学道经济。	他虽然年纪比我小，可是他去国外学到英文，学到经济。
后来，我也还想有恶心的感觉。	后来，我也好像有恶心的感觉。
因为我想死她了，所以梅天晚上我睡觉之前，我想起来她上次来看我。	因为我想死她了，所以每天晚上我睡觉之前，我想起来她上次来看我。
所为爱的教学是不体罚而用劝说的方式来教育学生。	所谓爱的教学是不体罚而用劝说的方式来教育学生。
